Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 2,Bsmt Unf SF,2nd Flr SF,Low Qual Fin SF,Full Bath,Half Bath,Bedroom AbvGr,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,anomaly,SalePrice,Neighborhood,Exterior 1st,Exterior 2nd,BsmtFin Type 1,Heating QC
11850,6,6,98.0,0.0,372.0,0,0,2,0,3,0,204,103,0,0,0,0,0,8,2007,1,151500,NWAmes,Plywood,Plywood,ALQ,TA
11584,7,6,96.0,110.0,114.0,685,0,2,1,3,1,0,88,216,0,0,0,0,11,2007,1,197000,NWAmes,HdBoard,HdBoard,GLQ,TA
10400,6,5,253.0,0.0,356.0,0,0,2,0,2,1,240,141,0,0,0,0,0,8,2007,1,192350,NWAmes,MetalSd,MetalSd,GLQ,Ex
10793,5,5,263.0,287.0,0.0,840,0,2,1,4,0,208,0,0,0,0,0,0,4,2007,1,152000,NWAmes,WdShing,HdBoard,Rec,Ex
13001,6,5,176.0,121.0,1012.0,0,0,2,0,2,1,0,0,249,0,0,0,0,9,2007,1,170000,NWAmes,HdBoard,HdBoard,ALQ,TA
12243,5,6,0.0,0.0,486.0,0,0,2,0,3,1,224,0,0,0,180,0,0,2,2007,1,175000,NWAmes,Plywood,Plywood,ALQ,Gd
11700,6,6,365.0,175.0,143.0,702,0,1,2,3,1,224,0,0,0,0,0,0,6,2007,1,175000,NWAmes,HdBoard,AsphShn,ALQ,Gd
12384,7,7,233.0,0.0,793.0,793,0,2,1,3,1,0,113,252,0,0,0,0,11,2007,1,197900,NWAmes,Plywood,Plywood,Unf,TA
8991,7,6,130.0,604.0,0.0,0,0,2,0,3,1,407,36,0,0,0,0,0,2,2007,1,174000,NWAmes,Plywood,Plywood,GLQ,TA
8000,6,6,0.0,153.0,0.0,793,0,2,1,4,1,0,96,0,0,0,0,0,11,2007,1,178900,NWAmes,HdBoard,HdBoard,ALQ,TA
10500,5,7,82.0,0.0,23.0,533,0,1,0,3,0,35,0,0,0,0,0,0,12,2007,1,139000,NAmes,MetalSd,AsphShn,ALQ,TA
10530,6,5,0.0,35.0,664.0,0,0,1,1,3,0,0,312,40,0,0,0,0,3,2007,1,143250,NAmes,Plywood,Plywood,ALQ,TA
7472,7,9,138.0,0.0,99.0,754,0,1,1,4,0,0,32,0,0,0,0,0,6,2007,1,184000,NAmes,HdBoard,HdBoard,ALQ,Gd
9457,5,6,0.0,0.0,359.0,0,0,1,0,3,0,252,0,0,0,0,0,0,9,2007,1,155000,NAmes,MetalSd,MetalSd,ALQ,TA
7920,5,5,32.0,619.0,214.0,0,0,1,0,3,0,120,0,0,0,0,0,0,10,2007,1,133000,NAmes,HdBoard,HdBoard,ALQ,Ex
9758,5,5,0.0,287.0,251.0,0,0,1,0,3,0,0,0,0,0,0,0,0,7,2007,1,119500,NAmes,HdBoard,MetalSd,BLQ,TA
8294,4,5,0.0,0.0,858.0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,2007,1,123000,NAmes,MetalSd,MetalSd,Unf,TA
7340,4,6,0.0,0.0,536.0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,2007,1,110000,NAmes,HdBoard,HdBoard,ALQ,TA
17199,4,7,0.0,0.0,600.0,0,0,1,0,2,0,140,0,0,0,0,0,0,7,2007,1,128000,NAmes,MetalSd,MetalSd,ALQ,Ex
9000,4,6,0.0,0.0,248.0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,2007,1,120500,NAmes,HdBoard,HdBoard,ALQ,TA
4058,7,5,182.0,139.0,0.0,0,0,1,0,1,0,120,40,0,0,0,0,0,6,2007,1,133000,NAmes,MetalSd,MetalSd,GLQ,Ex
4113,6,5,0.0,0.0,1337.0,0,0,2,0,2,1,136,68,0,0,0,0,0,7,2007,1,155000,NAmes,MetalSd,MetalSd,Unf,Ex
10943,6,5,0.0,0.0,475.0,0,0,2,0,2,1,0,68,0,0,0,0,0,10,2007,1,177000,NAmes,MetalSd,MetalSd,GLQ,Ex
2205,6,6,567.0,0.0,213.0,567,0,1,1,3,0,144,0,0,0,0,0,0,2,2007,1,113500,BrDale,HdBoard,HdBoard,ALQ,TA
1890,6,5,285.0,0.0,316.0,546,0,1,1,3,0,144,28,0,0,0,0,0,5,2007,1,113000,BrDale,HdBoard,HdBoard,BLQ,TA
2058,6,5,265.0,0.0,672.0,546,0,1,1,4,0,0,28,0,0,0,0,0,12,2007,1,113700,BrDale,HdBoard,HdBoard,Unf,Ex
2016,5,5,304.0,0.0,630.0,672,0,2,1,3,0,0,0,0,0,0,0,0,4,2007,1,106000,BrDale,HdBoard,HdBoard,Unf,TA
1920,5,5,376.0,0.0,294.0,600,0,1,1,2,0,240,36,0,0,0,0,0,8,2007,1,122500,BrDale,HdBoard,HdBoard,ALQ,Ex
4928,6,5,0.0,0.0,958.0,0,0,2,0,2,1,0,205,0,0,0,0,0,2,2007,1,128000,NPkVill,Plywood,Plywood,ALQ,TA
2308,6,6,0.0,0.0,248.0,744,0,2,1,3,1,48,0,0,0,0,0,0,7,2007,1,155000,NPkVill,Plywood,Brk Cmn,ALQ,TA
2304,7,7,0.0,6.0,423.0,0,0,2,0,2,0,108,32,0,0,0,0,0,4,2007,1,142500,NPkVill,Plywood,Brk Cmn,GLQ,TA
7150,5,6,52.0,0.0,263.0,0,0,1,0,3,0,0,0,0,0,0,0,0,11,2007,1,129250,NAmes,HdBoard,HdBoard,BLQ,TA
12469,9,5,378.0,0.0,639.0,0,0,2,0,3,1,186,36,0,0,0,0,0,8,2007,1,356000,NridgHt,VinylSd,VinylSd,GLQ,Ex
11694,9,5,452.0,0.0,1774.0,0,0,2,0,3,1,0,108,0,0,260,0,0,7,2007,1,314813,NridgHt,CemntBd,CmentBd,GLQ,Ex
12030,8,5,254.0,0.0,1694.0,0,0,2,0,3,0,168,228,0,0,0,0,0,12,2007,1,318000,NridgHt,VinylSd,VinylSd,Unf,Ex
11825,8,5,302.0,0.0,1694.0,0,0,2,0,3,1,0,112,0,0,0,0,0,6,2007,1,322400,NridgHt,CemntBd,CmentBd,Unf,Ex
12085,8,5,328.0,0.0,730.0,0,0,2,0,3,1,0,0,0,0,0,0,0,11,2007,1,318000,NridgHt,VinylSd,VinylSd,GLQ,Ex
14333,8,5,0.0,0.0,590.0,0,0,2,1,2,1,130,142,0,0,0,0,0,11,2007,1,345474,NridgHt,VinylSd,VinylSd,GLQ,Ex
14450,9,5,315.0,0.0,2121.0,0,0,2,1,3,1,124,98,0,0,142,0,0,5,2007,1,415298,NridgHt,CemntBd,CmentBd,Unf,Ex
13641,9,5,456.0,0.0,630.0,713,0,2,1,3,1,268,58,0,0,0,0,0,12,2007,1,492000,NridgHt,CemntBd,CmentBd,GLQ,Ex
13440,8,5,190.0,0.0,1108.0,1402,0,2,1,4,1,120,39,0,0,0,0,0,3,2007,1,338931,NridgHt,VinylSd,VinylSd,Unf,Ex
15431,10,5,400.0,0.0,564.0,0,0,2,1,2,2,188,65,0,0,175,0,0,8,2007,1,450000,NridgHt,VinylSd,VinylSd,GLQ,Ex
14154,7,5,350.0,0.0,1063.0,1101,0,2,1,3,1,192,62,0,0,0,0,0,8,2007,1,280000,NridgHt,VinylSd,VinylSd,Unf,Ex
13891,9,5,456.0,0.0,740.0,0,0,2,0,3,2,130,28,0,0,0,0,0,10,2007,1,479069,NridgHt,VinylSd,VinylSd,GLQ,Ex
14226,8,5,375.0,0.0,1935.0,0,0,2,0,3,1,315,45,0,0,0,0,0,7,2007,1,395000,NridgHt,VinylSd,VinylSd,Unf,Gd
13693,9,5,772.0,0.0,2153.0,574,0,2,1,3,1,414,84,0,0,0,0,0,3,2007,1,380000,NridgHt,VinylSd,VinylSd,Unf,Ex
11428,8,5,248.0,0.0,1626.0,0,0,2,0,3,1,0,44,0,0,0,0,0,5,2007,1,250000,NridgHt,VinylSd,VinylSd,Unf,Ex
14977,8,5,304.0,0.0,626.0,0,0,2,0,2,1,250,63,0,0,0,0,0,7,2007,1,440000,NridgHt,VinylSd,VinylSd,GLQ,Ex
13654,9,5,365.0,0.0,1704.0,1036,0,2,1,4,1,282,55,0,0,0,0,0,5,2007,1,418000,NridgHt,MetalSd,MetalSd,Unf,Ex
17169,10,5,970.0,0.0,636.0,0,0,2,1,2,1,192,30,0,0,0,0,0,8,2007,1,500067,NridgHt,CemntBd,CmentBd,GLQ,Ex
16659,8,5,0.0,0.0,1582.0,570,0,2,1,3,1,0,368,0,0,0,0,0,6,2007,1,260116,NridgHt,VinylSd,VinylSd,Unf,Ex
9591,8,5,344.0,0.0,1143.0,1330,0,2,1,4,1,192,151,0,0,0,0,0,10,2007,1,317000,NridgHt,VinylSd,VinylSd,Unf,Ex
9709,8,5,120.0,0.0,140.0,1142,0,2,1,3,2,172,104,0,0,0,0,0,9,2007,1,319500,NridgHt,VinylSd,VinylSd,GLQ,Ex
10562,8,5,300.0,0.0,294.0,551,0,1,1,3,1,178,120,0,0,0,0,0,11,2007,1,325624,NridgHt,VinylSd,VinylSd,GLQ,Ex
13615,9,5,510.0,0.0,1802.0,0,0,2,1,3,1,158,105,0,0,0,0,0,6,2007,1,372000,NridgHt,MetalSd,MetalSd,Unf,Ex
13069,8,5,502.0,0.0,1706.0,1238,0,2,1,5,1,194,50,0,0,0,0,0,8,2007,1,342000,NridgHt,VinylSd,VinylSd,Unf,Ex
12099,8,5,388.0,0.0,166.0,1332,0,2,1,4,1,184,154,0,0,0,0,0,6,2007,1,354000,NridgHt,VinylSd,VinylSd,GLQ,Ex
14277,8,5,280.0,0.0,379.0,1168,0,2,1,3,1,192,228,0,0,0,0,0,1,2007,1,350000,NridgHt,VinylSd,VinylSd,GLQ,Ex
11999,8,5,340.0,0.0,1181.0,1140,0,2,1,4,1,104,100,0,0,0,0,0,5,2007,1,285000,NridgHt,VinylSd,VinylSd,Unf,Ex
12568,8,5,246.0,0.0,226.0,923,0,2,1,3,1,196,104,0,0,0,0,0,8,2007,1,281500,NridgHt,VinylSd,VinylSd,GLQ,Ex
9926,7,5,210.0,0.0,436.0,0,0,2,0,3,0,100,38,0,0,0,0,0,5,2007,1,245700,NridgHt,VinylSd,VinylSd,GLQ,Ex
9254,8,5,210.0,0.0,1602.0,0,0,2,0,3,0,168,27,0,0,0,0,0,1,2007,1,232698,NridgHt,VinylSd,VinylSd,GLQ,Ex
10732,8,5,0.0,0.0,1298.0,530,0,2,1,3,0,0,40,0,0,0,0,0,2,2007,1,250000,NridgHt,VinylSd,VinylSd,Unf,Ex
7577,6,5,256.0,0.0,1342.0,0,0,2,0,2,1,192,28,0,0,0,0,0,6,2007,1,194700,NridgHt,VinylSd,VinylSd,ALQ,Ex
3901,6,5,182.0,0.0,436.0,0,0,1,1,1,1,110,50,0,0,0,0,0,8,2007,1,204000,NridgHt,VinylSd,VinylSd,ALQ,Ex
3903,6,5,182.0,0.0,272.0,0,0,1,1,1,1,110,50,0,0,0,0,0,5,2007,1,200000,NridgHt,VinylSd,VinylSd,ALQ,Ex
6289,6,5,256.0,0.0,600.0,0,0,2,0,2,1,192,28,0,0,0,0,0,6,2007,1,207000,NridgHt,VinylSd,VinylSd,ALQ,Ex
4590,8,5,108.0,0.0,1530.0,0,0,2,0,2,1,156,73,0,0,0,0,0,8,2007,1,209500,NridgHt,VinylSd,VinylSd,GLQ,Ex
4590,8,5,108.0,0.0,1530.0,0,0,2,0,2,1,156,73,0,0,0,0,0,5,2007,1,209500,NridgHt,VinylSd,VinylSd,GLQ,Ex
6442,8,5,178.0,0.0,1346.0,0,0,2,0,2,1,120,49,0,0,0,0,0,10,2007,1,202500,NridgHt,VinylSd,VinylSd,GLQ,Ex
7841,9,5,394.0,0.0,729.0,0,0,2,0,2,1,203,39,0,0,0,0,0,5,2007,1,280000,NridgHt,MetalSd,MetalSd,GLQ,Ex
7313,9,5,246.0,0.0,408.0,0,0,2,0,2,1,203,47,0,0,0,0,0,8,2007,1,277500,NridgHt,MetalSd,MetalSd,GLQ,Ex
7820,9,5,362.0,0.0,1869.0,0,0,2,0,2,1,210,54,0,0,0,0,0,12,2007,1,318061,NridgHt,MetalSd,MetalSd,Unf,Ex
6240,8,5,176.0,0.0,1300.0,0,0,2,0,2,1,0,38,0,0,0,0,0,9,2007,1,221370,NridgHt,MetalSd,MetalSd,GLQ,Ex
3242,7,5,235.0,0.0,405.0,0,0,2,0,2,1,136,36,0,0,0,0,0,3,2007,1,200000,NridgHt,VinylSd,Wd Shng,GLQ,Ex
15810,6,5,0.0,0.0,768.0,728,0,3,0,3,0,100,0,0,0,0,0,0,5,2007,1,181755,Gilbert,VinylSd,VinylSd,Unf,Ex
10237,6,5,0.0,0.0,768.0,768,0,2,1,3,1,100,38,0,0,0,0,0,6,2007,1,176000,Gilbert,VinylSd,VinylSd,Unf,Ex
10237,6,5,0.0,0.0,783.0,701,0,2,1,3,1,0,72,0,0,0,0,0,7,2007,1,178900,Gilbert,VinylSd,VinylSd,Unf,Ex
13204,7,5,44.0,0.0,608.0,850,0,2,0,3,0,100,33,0,0,0,0,0,5,2007,1,168165,Gilbert,VinylSd,VinylSd,Unf,Ex
8857,6,5,0.0,0.0,738.0,757,0,2,1,3,1,100,30,0,0,0,0,0,3,2007,1,171925,Gilbert,VinylSd,VinylSd,Unf,Ex
9729,6,5,0.0,0.0,698.0,1048,0,2,1,3,1,0,34,0,0,0,0,0,6,2007,1,198444,Gilbert,VinylSd,VinylSd,Unf,Ex
12216,6,5,0.0,0.0,408.0,0,0,2,0,3,0,120,23,0,0,0,0,2000,6,2007,1,203000,Gilbert,VinylSd,VinylSd,GLQ,Ex
9018,7,5,0.0,0.0,728.0,728,0,2,1,3,1,100,24,0,0,0,0,0,7,2007,1,179540,Gilbert,VinylSd,VinylSd,Unf,Ex
8993,7,5,0.0,0.0,1302.0,0,0,2,0,3,0,0,22,0,0,0,0,0,8,2007,1,176485,Gilbert,VinylSd,VinylSd,Unf,Ex
8899,7,5,0.0,0.0,1316.0,0,0,2,0,3,0,100,30,0,0,0,0,0,8,2007,1,181134,Gilbert,VinylSd,VinylSd,GLQ,Ex
8499,6,5,0.0,0.0,616.0,796,0,2,1,3,1,0,36,0,0,0,0,0,3,2007,1,156932,Gilbert,VinylSd,VinylSd,Unf,Ex
8229,6,5,22.0,0.0,752.0,752,0,2,1,3,0,100,32,0,0,0,0,0,12,2007,1,166000,Gilbert,VinylSd,VinylSd,Unf,Ex
7713,7,5,16.0,0.0,728.0,728,0,2,1,3,0,100,24,0,0,0,0,0,7,2007,1,177594,Gilbert,VinylSd,VinylSd,Unf,Ex
7697,7,6,0.0,0.0,1246.0,0,0,2,0,3,0,0,0,0,0,0,0,0,8,2007,1,173500,Gilbert,VinylSd,VinylSd,Unf,Ex
3922,7,5,72.0,0.0,1258.0,0,0,2,0,2,1,144,16,0,0,0,0,0,6,2007,1,172500,Blmngtn,WdShing,Wd Shng,Unf,Ex
3922,7,5,72.0,0.0,1258.0,0,0,0,2,2,1,120,16,0,0,0,0,0,2,2007,1,194201,Blmngtn,VinylSd,VinylSd,Unf,Ex
3621,8,5,72.0,0.0,322.0,0,0,2,0,2,1,143,20,0,0,0,0,0,11,2007,1,226500,Blmngtn,VinylSd,VinylSd,GLQ,Ex
3710,7,5,16.0,0.0,1266.0,0,0,2,0,2,1,100,16,0,0,0,0,0,8,2007,1,185485,Blmngtn,VinylSd,VinylSd,Unf,Ex
14572,7,5,0.0,0.0,230.0,0,0,2,0,3,1,144,36,0,0,0,0,0,11,2007,1,259000,Gilbert,VinylSd,VinylSd,GLQ,Ex
16219,7,5,0.0,0.0,56.0,0,0,2,0,2,0,100,24,0,0,0,0,0,4,2007,1,188500,Gilbert,VinylSd,VinylSd,GLQ,Ex
11084,7,5,0.0,0.0,192.0,630,0,2,1,3,1,100,0,0,0,0,0,0,6,2007,1,175000,Gilbert,VinylSd,VinylSd,GLQ,Ex
11796,7,5,0.0,0.0,847.0,1112,0,2,1,4,1,100,48,0,0,0,0,0,7,2007,1,215000,Gilbert,VinylSd,VinylSd,Unf,Ex
10936,7,5,0.0,0.0,1510.0,0,0,2,1,3,1,100,18,0,0,0,0,0,4,2007,1,206580,Gilbert,VinylSd,VinylSd,Unf,Ex
8244,7,5,0.0,0.0,840.0,880,0,2,1,3,1,100,48,0,0,0,0,0,5,2007,1,183500,Gilbert,VinylSd,VinylSd,Unf,Ex
11950,7,5,7.333333333333333,0.0,384.0,640,0,2,1,3,1,100,0,0,0,0,0,0,10,2007,1,165500,Gilbert,VinylSd,VinylSd,Unf,Ex
7875,7,5,16.0,0.0,847.0,1101,0,2,1,4,1,0,48,0,0,0,0,0,7,2007,1,211000,Gilbert,VinylSd,VinylSd,Unf,Ex
8063,6,5,0.0,0.0,924.0,742,0,2,1,3,1,100,48,0,0,0,0,0,11,2007,1,181000,Gilbert,VinylSd,VinylSd,Unf,Ex
8740,7,5,0.0,0.0,280.0,1131,0,2,1,4,1,264,48,0,0,0,0,0,7,2007,1,219500,Gilbert,VinylSd,VinylSd,GLQ,Ex
7917,6,5,0.0,0.0,953.0,694,0,2,1,3,1,0,40,0,0,0,0,0,8,2007,1,175000,Gilbert,VinylSd,VinylSd,Unf,Ex
9967,7,5,0.0,0.0,384.0,656,0,2,1,3,1,100,0,0,0,0,0,0,12,2007,1,170000,Gilbert,VinylSd,VinylSd,Unf,Ex
7750,7,5,0.0,0.0,660.0,660,0,2,1,3,0,0,48,0,0,0,0,0,8,2007,1,162000,Gilbert,VinylSd,VinylSd,Unf,Ex
9487,6,5,0.0,0.0,395.0,750,0,2,1,3,1,0,50,0,0,0,0,0,6,2007,1,187000,Gilbert,VinylSd,VinylSd,GLQ,Ex
9649,6,5,0.0,0.0,941.0,683,0,2,1,3,1,460,42,0,0,0,0,0,5,2007,1,185000,Gilbert,VinylSd,VinylSd,Unf,Ex
15623,10,5,0.0,0.0,300.0,2065,0,3,1,4,2,171,78,0,0,0,555,0,7,2007,-1,745000,NoRidge,Wd Sdng,ImStucc,GLQ,Ex
12191,8,5,515.0,0.0,598.0,772,0,2,1,4,2,76,61,0,0,0,0,0,6,2007,1,384500,NoRidge,VinylSd,VinylSd,GLQ,Ex
11000,8,5,72.0,0.0,969.0,1288,0,2,1,4,1,0,56,0,0,0,0,0,6,2007,1,248000,NoRidge,VinylSd,VinylSd,Unf,Ex
11400,10,5,705.0,0.0,1351.0,0,0,2,1,2,2,314,140,0,0,0,0,0,3,2007,-1,466500,NoRidge,VinylSd,VinylSd,GLQ,Ex
10557,9,5,422.0,0.0,736.0,1407,0,2,1,4,1,108,87,0,0,0,0,0,7,2007,1,410000,NoRidge,MetalSd,MetalSd,GLQ,Ex
11002,8,5,0.0,0.0,341.0,1171,0,2,1,4,1,286,60,0,0,0,0,0,1,2007,1,322500,NoRidge,VinylSd,VinylSd,GLQ,Ex
10790,7,5,275.0,0.0,1066.0,1277,0,2,1,4,1,120,38,0,0,0,0,0,5,2007,1,252000,NoRidge,VinylSd,VinylSd,Unf,Ex
21535,10,6,1170.0,0.0,989.0,1872,0,3,1,4,2,382,50,0,0,0,0,0,1,2007,-1,755000,NoRidge,HdBoard,HdBoard,GLQ,Ex
9920,7,5,0.0,0.0,255.0,886,0,2,1,3,1,180,130,0,0,0,0,0,6,2007,1,269790,NoRidge,MetalSd,MetalSd,GLQ,Ex
11787,7,5,594.0,0.0,660.0,1015,0,2,1,3,1,239,60,0,0,0,0,0,8,2007,1,315750,NoRidge,VinylSd,VinylSd,GLQ,Ex
9950,7,5,290.0,0.0,638.0,1306,0,2,1,4,1,224,114,0,0,0,0,0,6,2007,1,290000,NoRidge,VinylSd,VinylSd,GLQ,Ex
12257,8,5,513.0,64.0,1198.0,1203,0,2,1,4,1,222,98,0,0,0,0,0,11,2007,1,290000,NoRidge,VinylSd,VinylSd,LwQ,Ex
12692,8,5,0.0,0.0,1969.0,0,0,3,0,4,1,264,75,291,0,0,0,0,5,2007,-1,430000,NoRidge,BrkFace,BrkFace,GLQ,Ex
11762,8,5,309.0,0.0,770.0,1097,0,2,1,4,1,0,65,0,0,144,0,0,9,2007,1,263000,NoRidge,VinylSd,VinylSd,GLQ,Ex
9044,8,5,526.0,0.0,100.0,1203,0,2,1,4,1,198,92,0,0,0,0,0,5,2007,1,330000,NoRidge,VinylSd,VinylSd,GLQ,Ex
9910,7,6,0.0,0.0,1369.0,0,0,2,0,3,0,0,203,0,0,0,0,0,9,2007,1,213133,Somerst,VinylSd,VinylSd,Unf,Ex
11830,8,5,164.0,0.0,322.0,0,0,2,0,3,1,168,110,0,0,0,0,0,7,2007,1,260261,Somerst,VinylSd,VinylSd,GLQ,Ex
11670,9,5,302.0,0.0,1905.0,0,0,2,0,3,1,0,191,0,0,0,0,0,3,2007,1,320000,Somerst,VinylSd,ImStucc,Unf,Ex
15256,8,5,84.0,0.0,556.0,0,0,2,0,3,0,168,160,0,0,0,0,0,8,2007,1,282922,Somerst,VinylSd,VinylSd,GLQ,Ex
10612,8,5,248.0,0.0,1496.0,0,0,2,0,3,1,168,46,0,0,0,0,0,1,2007,1,215000,Somerst,VinylSd,VinylSd,GLQ,Gd
12291,10,5,754.0,0.0,394.0,0,0,2,0,1,1,76,52,0,0,0,0,0,10,2007,1,419005,Somerst,CemntBd,CmentBd,GLQ,Ex
13501,8,5,208.0,0.0,1560.0,0,0,2,0,3,1,0,60,0,0,0,0,0,6,2007,1,255000,Somerst,VinylSd,VinylSd,GLQ,Ex
9986,8,5,428.0,0.0,1795.0,0,0,2,0,2,1,0,49,0,0,0,0,0,2,2007,1,147000,Somerst,VinylSd,VinylSd,Unf,Ex
9965,7,5,429.0,0.0,1528.0,0,0,3,2,3,1,0,228,0,0,0,0,0,9,2007,1,235876,Somerst,VinylSd,VinylSd,Unf,Ex
9416,7,5,205.0,0.0,600.0,0,0,2,0,3,1,171,138,0,0,266,0,0,9,2007,1,311872,Somerst,CemntBd,CmentBd,GLQ,Ex
9849,7,6,0.0,0.0,1689.0,0,0,2,0,3,0,0,56,0,0,0,0,0,6,2007,1,248328,Somerst,VinylSd,VinylSd,Unf,Ex
10000,8,5,410.0,0.0,1588.0,0,0,2,0,3,1,144,45,0,0,0,0,0,12,2007,1,227000,Somerst,VinylSd,VinylSd,Unf,Ex
8847,8,5,148.0,0.0,769.0,0,0,2,0,3,0,146,40,0,0,0,0,0,12,2007,1,260000,Somerst,VinylSd,VinylSd,GLQ,Ex
9158,8,5,140.0,0.0,1496.0,0,0,2,0,3,0,168,130,0,0,0,0,0,6,2007,1,225000,Somerst,CemntBd,CmentBd,Unf,Ex
8251,7,5,143.0,0.0,716.0,0,0,2,0,3,1,192,35,0,0,0,0,0,4,2007,1,249000,Somerst,VinylSd,VinylSd,GLQ,Ex
10084,8,5,186.0,0.0,317.0,0,0,2,0,3,1,255,57,0,0,0,0,0,8,2007,1,307000,Somerst,VinylSd,VinylSd,GLQ,Ex
9605,7,5,0.0,0.0,982.0,995,0,2,1,3,0,240,53,0,0,0,0,0,7,2007,1,250000,Somerst,VinylSd,VinylSd,Unf,Ex
8778,8,5,0.0,0.0,1302.0,528,0,2,1,3,0,0,40,0,0,0,0,0,3,2007,1,221300,Somerst,VinylSd,VinylSd,Unf,Ex
8640,8,5,0.0,0.0,1314.0,0,0,2,0,3,0,0,141,0,0,0,0,0,11,2007,1,208900,Somerst,VinylSd,VinylSd,GLQ,Ex
9000,7,5,0.0,0.0,1335.0,0,0,2,0,3,0,0,210,0,0,0,0,0,6,2007,1,210400,Somerst,VinylSd,VinylSd,Unf,Ex
8640,8,5,0.0,0.0,546.0,896,0,2,1,3,0,184,96,0,0,0,0,0,11,2007,1,255000,Somerst,VinylSd,VinylSd,GLQ,Ex
10411,5,5,0.0,0.0,725.0,863,0,3,0,3,0,0,0,0,0,0,0,0,7,2007,1,212109,Somerst,VinylSd,VinylSd,Unf,Ex
9000,8,5,0.0,0.0,1088.0,871,0,2,1,3,1,208,46,0,0,0,0,0,12,2007,1,270000,Somerst,VinylSd,VinylSd,Unf,Ex
9000,8,5,0.0,0.0,1120.0,1426,0,2,1,4,1,208,364,0,0,0,0,0,8,2007,1,303477,Somerst,CemntBd,CmentBd,GLQ,Ex
12217,8,5,0.0,0.0,210.0,925,0,2,1,3,1,168,127,0,0,0,0,0,12,2007,1,310013,Somerst,WdShing,Wd Shng,GLQ,Ex
11096,8,5,0.0,0.0,1632.0,0,0,2,0,3,0,0,146,0,0,0,0,0,7,2007,1,249700,Somerst,VinylSd,VinylSd,GLQ,Ex
10207,7,6,0.0,0.0,874.0,887,0,3,0,3,0,144,105,0,0,0,0,0,8,2007,1,227875,Somerst,VinylSd,VinylSd,Unf,Ex
10440,8,5,0.0,0.0,1574.0,0,0,2,0,2,1,0,256,0,0,0,0,0,5,2007,1,261329,Somerst,CemntBd,CmentBd,Unf,Ex
11824,8,5,298.0,0.0,1685.0,0,0,2,0,2,1,112,63,0,0,0,0,0,4,2007,1,253000,Somerst,VinylSd,VinylSd,Unf,Ex
10625,6,5,353.0,0.0,1158.0,1285,0,2,1,4,1,193,127,0,0,0,0,0,6,2007,1,265000,Somerst,VinylSd,VinylSd,Unf,Ex
11143,8,5,0.0,0.0,1580.0,886,0,3,0,4,1,159,214,0,0,0,0,0,12,2007,1,340000,Somerst,CemntBd,CmentBd,Unf,Ex
7500,6,5,0.0,0.0,1100.0,0,0,1,1,3,0,0,136,0,0,0,0,0,6,2007,1,146000,SawyerW,VinylSd,VinylSd,Unf,Ex
7500,7,5,0.0,0.0,1143.0,0,0,1,1,3,0,0,55,0,0,0,0,0,10,2007,1,147000,SawyerW,VinylSd,VinylSd,Unf,Ex
12450,5,5,126.0,0.0,365.0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,2007,1,149000,SawyerW,VinylSd,VinylSd,GLQ,Ex
7441,7,5,170.0,0.0,1461.0,0,0,2,0,3,0,0,32,0,0,0,0,0,6,2007,1,181000,SawyerW,VinylSd,VinylSd,Unf,Ex
8462,6,5,105.0,0.0,114.0,785,0,2,1,3,0,300,87,0,0,0,0,0,7,2007,1,201000,SawyerW,HdBoard,HdBoard,GLQ,Ex
11613,6,5,0.0,0.0,384.0,900,0,2,1,3,0,144,85,0,0,0,0,0,5,2007,1,191750,SawyerW,VinylSd,VinylSd,ALQ,Ex
8450,7,5,108.0,0.0,1349.0,0,0,2,0,3,0,120,55,0,0,0,0,0,12,2007,1,179000,SawyerW,VinylSd,VinylSd,Unf,Ex
16196,7,5,0.0,0.0,39.0,0,0,2,0,3,1,402,25,0,0,0,0,0,8,2007,1,215000,SawyerW,VinylSd,VinylSd,GLQ,Ex
8012,6,5,0.0,0.0,1145.0,0,0,2,0,2,0,0,0,52,0,0,0,0,7,2007,1,179200,SawyerW,Plywood,ImStucc,GLQ,Gd
8012,6,5,0.0,0.0,630.0,636,0,1,1,2,2,340,0,0,0,0,0,0,7,2007,1,128000,SawyerW,Plywood,Plywood,Unf,Ex
9180,5,7,0.0,93.0,0.0,0,0,1,0,2,0,240,0,0,0,0,0,0,12,2007,1,144000,SawyerW,HdBoard,HdBoard,ALQ,Gd
8400,5,5,320.0,0.0,0.0,0,0,2,0,4,2,0,0,0,0,0,0,0,10,2007,1,144000,SawyerW,Plywood,Plywood,nan,TA
6285,5,5,0.0,351.0,405.0,0,0,1,0,2,0,192,0,0,0,0,0,0,3,2007,1,120750,Sawyer,Plywood,Plywood,LwQ,TA
8480,5,6,0.0,0.0,340.0,0,0,1,0,2,0,0,24,0,0,192,0,0,7,2007,1,132500,Sawyer,HdBoard,HdBoard,GLQ,TA
