Lot Area,Overall Qual,Mas Vnr Area,Bsmt Unf SF,2nd Flr SF,Full Bath,Fireplaces,Wood Deck SF,Open Porch SF,Mo Sold,SalePrice,anomaly
7558,6,0.0,896.0,741,1,1,0,0,3,177000,1
6292,7,0.0,861.0,600,2,1,0,50,8,145000,1
7155,7,0.0,600.0,600,1,1,0,113,5,137000,1
10918,7,0.0,1276.0,804,1,2,0,0,6,234000,1
13680,5,0.0,112.0,727,1,2,0,21,2,205000,1
7500,6,0.0,224.0,741,1,2,0,0,11,177500,1
9600,5,0.0,300.0,332,1,2,0,70,6,160000,1
14680,5,0.0,480.0,0,1,0,483,0,6,155000,1
13360,5,0.0,163.0,0,1,0,0,0,8,163500,1
7681,5,0.0,731.0,523,1,1,192,0,7,154900,1
8145,7,0.0,674.0,1240,2,2,0,0,7,205000,1
9100,5,0.0,264.0,0,1,1,0,0,10,144800,1
12000,7,0.0,429.0,704,1,1,0,0,7,174500,1
13339,6,132.0,621.0,0,2,1,0,148,5,193000,1
15600,5,0.0,248.0,537,2,1,0,0,10,158000,1
14000,6,0.0,1092.0,0,1,1,0,36,8,158500,1
17500,6,420.0,91.0,0,1,2,0,201,1,224000,-1
1733,6,0.0,516.0,516,1,1,279,0,5,115000,1
1488,6,0.0,90.0,668,1,1,176,0,10,137000,1
1612,6,0.0,561.0,668,1,1,154,0,7,121000,1
1300,6,0.0,276.0,668,1,1,150,0,5,124000,1
13607,6,242.0,118.0,800,2,1,400,112,4,208000,1
17597,7,0.0,581.0,0,2,2,200,144,7,315000,1
21695,6,260.0,72.0,0,2,1,292,44,12,222000,-1
10690,5,0.0,216.0,672,1,0,0,128,7,147000,1
8660,5,0.0,760.0,928,2,0,467,160,12,123000,-1
6402,5,0.0,596.0,596,1,0,0,0,7,78000,1
8470,3,0.0,1013.0,0,1,0,0,0,10,85000,-1
10200,4,0.0,572.0,0,1,0,0,0,5,75000,1
3843,8,174.0,120.0,0,2,1,162,53,6,230000,1
21780,2,0.0,0.0,0,1,0,119,24,3,57625,1
10125,8,0.0,412.0,1012,2,1,210,91,5,251000,1
12822,7,0.0,83.0,631,1,1,168,43,8,239686,1
12118,7,108.0,1710.0,0,2,1,100,48,4,240000,1
12209,6,0.0,114.0,1157,2,1,125,192,6,215000,1
9750,6,0.0,135.0,0,1,1,319,0,4,156450,1
9360,6,0.0,0.0,0,1,2,302,39,11,173000,1
10125,5,0.0,0.0,432,2,0,0,0,8,126000,1
9947,7,0.0,577.0,0,2,0,168,27,6,173000,1
11070,5,0.0,1527.0,0,2,0,0,0,4,152000,1
14375,6,541.0,354.0,0,1,1,0,118,1,137500,-1
215245,7,0.0,80.0,0,2,2,0,0,6,375000,1
12898,9,70.0,598.0,0,2,1,228,0,9,315500,1
13159,7,0.0,846.0,846,2,0,208,114,7,224500,1
13438,9,246.0,432.0,0,2,1,90,154,7,410000,1
14463,9,406.0,526.0,0,2,0,0,95,1,316500,1
8925,8,0.0,1450.0,0,2,0,100,18,7,201000,1
11457,6,0.0,387.0,0,2,1,0,0,3,175000,1
9839,6,0.0,250.0,862,2,1,305,24,2,204000,-1
14419,7,310.0,117.0,0,2,1,224,238,7,213500,1
6853,8,136.0,262.0,0,2,0,192,25,6,220000,1
9157,7,0.0,912.0,942,2,0,124,114,2,170000,1
14601,9,584.0,578.0,0,2,1,270,68,3,315000,1
12633,9,290.0,338.0,0,2,1,308,52,5,425000,1
12518,5,182.0,476.0,0,1,0,144,0,4,139500,1
21750,5,75.0,0.0,0,1,1,0,0,11,115000,1
4500,6,320.0,338.0,0,2,0,0,247,6,162000,1
4500,6,425.0,341.0,0,2,0,0,304,6,165000,1
1596,4,0.0,0.0,462,1,0,120,101,11,91000,1
9858,5,0.0,354.0,0,1,0,33,0,11,130000,1
1526,4,0.0,115.0,0,1,0,0,0,5,86000,1
13383,5,176.0,594.0,0,2,1,0,16,3,160000,1
1477,4,0.0,121.0,0,1,0,0,0,4,80000,1
1533,4,0.0,546.0,546,1,1,0,0,5,97000,1
2217,4,0.0,0.0,546,1,0,238,0,8,88000,1
7689,5,0.0,0.0,0,1,0,138,0,7,131900,1
7706,6,0.0,0.0,0,1,0,280,0,8,131250,1
9101,5,104.0,0.0,0,1,1,303,30,7,165500,1
8780,5,0.0,208.0,0,1,0,0,0,3,112000,1
7669,5,0.0,0.0,0,1,1,100,32,6,149000,1
14115,5,0.0,64.0,566,1,0,40,30,10,143000,-1
10429,5,0.0,294.0,663,1,0,150,0,7,130000,1
9819,6,0.0,0.0,0,2,2,264,32,5,196000,1
10457,5,178.0,0.0,848,1,1,0,173,4,173000,-1
11029,6,0.0,245.0,0,1,1,0,51,5,176500,1
12925,6,0.0,340.0,0,2,2,0,42,5,237500,1
11075,6,0.0,176.0,1020,2,2,280,0,6,206900,1
8702,6,0.0,220.0,678,2,1,0,36,4,187500,1
8139,6,119.0,204.0,790,2,1,192,49,10,165000,1
9535,6,0.0,75.0,678,2,0,100,82,5,195500,1
9042,6,0.0,115.0,695,2,2,100,38,7,192000,1
15038,6,0.0,778.0,720,2,1,168,84,11,173000,1
14137,5,0.0,898.0,0,2,0,0,39,11,177900,1
21872,7,0.0,125.0,717,2,1,264,22,8,175000,1
4923,8,0.0,440.0,0,1,1,0,120,8,286000,1
6264,8,0.0,1008.0,0,1,1,0,0,7,247900,1
5395,8,0.0,604.0,0,2,1,96,0,10,180000,1
5070,8,0.0,1280.0,0,2,0,0,82,8,180000,1
10839,6,0.0,926.0,678,2,1,0,36,7,181000,1
11184,6,0.0,932.0,701,2,1,0,39,4,183000,1
8000,6,0.0,554.0,885,2,1,224,84,6,188000,1
10832,7,0.0,712.0,809,2,1,143,46,10,194500,1
14067,6,194.0,332.0,858,2,0,0,40,9,185000,1
4671,8,0.0,461.0,0,2,1,168,120,10,189000,1
5950,8,0.0,1018.0,0,2,1,0,73,4,188500,1
13543,8,130.0,1152.0,1332,3,1,192,32,7,355000,1
11198,9,245.0,1122.0,1370,2,1,144,39,6,325000,1
15401,9,296.0,547.0,0,2,1,214,76,9,387000,1
31220,6,0.0,1632.0,0,1,2,0,0,5,115000,-1
8118,9,178.0,676.0,0,2,1,156,48,7,334000,1
47280,6,44.0,1488.0,0,2,1,0,0,7,133000,1
20544,7,123.0,791.0,857,2,1,364,63,11,215000,1
12680,7,102.0,692.0,0,2,1,0,48,6,226500,1
12090,6,210.0,606.0,0,2,1,276,0,6,175500,1
10825,7,174.0,513.0,0,2,0,152,0,7,181900,1
18559,7,383.0,656.0,0,2,2,200,0,8,235000,1
14450,7,194.0,469.0,0,2,1,467,0,3,220000,1
12227,6,424.0,434.0,1330,2,1,550,282,7,272000,-1
13068,6,621.0,273.0,0,2,1,0,0,11,161000,1
15611,5,0.0,266.0,0,2,0,180,0,3,175000,1
10400,7,280.0,738.0,767,2,1,28,73,3,185000,1
9743,5,0.0,440.0,588,1,0,0,0,6,146900,1
12511,7,168.0,432.0,1420,2,2,0,16,12,292500,-1
11361,6,160.0,549.0,0,2,1,0,0,5,180000,1
10400,6,120.0,1444.0,0,2,1,0,24,4,159900,1
10480,7,660.0,400.0,866,2,1,0,69,9,205000,1
10000,5,0.0,92.0,0,1,1,224,0,11,157000,1
14311,8,402.0,213.0,1104,2,1,192,180,6,306000,1
9000,5,0.0,896.0,896,2,0,0,45,6,133000,1
9750,6,0.0,14.0,0,1,0,180,0,7,151000,1
10295,4,72.0,684.0,0,1,0,16,0,9,111900,1
7560,5,0.0,132.0,0,1,0,0,0,5,123000,1
12735,4,0.0,264.0,0,1,0,216,0,4,111250,1
4060,6,0.0,1139.0,0,2,0,144,68,8,181000,1
1680,6,359.0,25.0,504,1,0,52,0,2,103400,1
1680,6,158.0,153.0,504,1,0,0,0,11,100000,1
1890,6,422.0,0.0,504,1,0,411,0,4,100500,1
1869,6,127.0,162.0,504,1,0,0,0,9,106000,1
1680,6,232.0,96.0,504,1,0,0,0,7,85400,1
1680,6,604.0,125.0,504,1,0,0,0,8,89500,1
1680,5,356.0,280.0,672,2,0,0,0,12,111750,1
4043,6,0.0,510.0,0,2,0,0,55,10,140000,1
2308,6,0.0,275.0,601,2,0,0,0,5,143000,1
2529,7,0.0,677.0,0,2,0,0,38,9,148500,1
9477,5,65.0,524.0,0,1,0,0,0,10,110000,1
12444,8,426.0,596.0,0,2,1,0,66,11,394617,1
12474,10,272.0,402.0,590,2,1,196,134,8,426000,1
14803,10,816.0,442.0,0,2,1,188,45,6,385000,1
14948,9,268.0,122.0,1237,2,1,126,66,11,446261,1
12704,8,302.0,570.0,0,2,0,209,95,1,317500,1
13891,8,436.0,310.0,0,2,1,0,102,1,372402,1
13693,8,554.0,195.0,0,2,1,358,78,8,417500,1
14418,9,480.0,575.0,0,2,1,156,207,5,383000,1
13418,9,270.0,430.0,898,2,1,212,182,10,390000,1
12539,10,468.0,538.0,1158,2,1,30,200,6,460000,1
12151,9,368.0,165.0,917,2,1,192,63,8,379000,1
8899,8,108.0,908.0,1140,2,1,100,24,6,250000,1
10574,8,126.0,292.0,1162,2,1,224,142,7,316000,1
12720,10,680.0,278.0,0,1,2,154,65,2,615000,-1
13688,9,664.0,556.0,1096,2,2,400,0,3,412500,1
10625,7,292.0,132.0,1040,2,1,320,62,8,284000,1
10845,8,504.0,454.0,0,2,1,216,28,6,284000,1
16900,8,1110.0,404.0,1134,2,1,0,60,1,421250,1
16451,8,221.0,1765.0,886,2,1,268,58,7,370000,1
10110,9,492.0,1486.0,0,2,1,0,48,11,336860,1
8769,9,766.0,162.0,0,1,1,0,72,10,367294,-1
12304,7,144.0,1347.0,0,2,1,0,33,6,192000,1
12677,8,472.0,300.0,0,1,1,185,140,4,274000,1
8849,9,616.0,1656.0,0,2,1,495,72,7,266000,1
8232,9,714.0,596.0,0,2,1,210,0,6,370967,1
6240,8,176.0,496.0,0,2,1,0,35,6,234250,1
6240,8,196.0,1318.0,0,2,1,0,35,2,219500,1
2448,7,106.0,764.0,862,2,0,0,27,10,155000,1
2448,7,106.0,191.0,862,2,0,0,27,10,154000,1
8198,7,146.0,638.0,0,2,1,192,30,7,207000,1
3940,7,143.0,342.0,0,2,1,156,20,8,195000,1
3940,7,24.0,306.0,0,2,1,143,20,5,219990,1
3182,7,14.0,1330.0,0,2,1,156,20,5,191000,1
3182,7,16.0,1266.0,0,2,1,100,16,3,159895,1
3710,7,20.0,1146.0,0,2,1,100,24,3,187687,1
9024,6,0.0,789.0,702,2,1,0,75,7,179000,1
7415,6,0.0,80.0,729,2,1,100,75,4,193000,1
9587,7,182.0,201.0,0,2,0,212,0,7,190000,1
8029,6,0.0,728.0,728,2,0,100,24,7,176000,1
8010,7,0.0,840.0,880,2,1,138,48,7,188000,1
8396,7,196.0,847.0,1139,2,1,120,48,5,213000,1
7301,7,176.0,474.0,0,2,1,192,26,11,217300,1
10261,6,318.0,936.0,830,2,1,0,0,5,186500,1
8220,7,647.0,438.0,884,2,1,108,0,7,226750,1
15384,7,0.0,64.0,702,2,1,100,75,2,184000,1
7750,7,0.0,707.0,707,2,1,100,35,4,176000,1
12460,7,0.0,167.0,1285,2,1,144,44,5,225000,1
8390,7,0.0,831.0,778,2,1,0,103,5,185900,1
9660,8,1290.0,1173.0,1017,2,1,0,131,9,284500,1
9200,8,473.0,484.0,1160,2,1,0,66,6,315000,1
14260,8,350.0,490.0,1053,2,1,192,84,12,250000,1
11000,9,295.0,1519.0,639,2,1,162,153,6,291000,1
11675,8,495.0,322.0,0,2,1,144,33,7,350000,1
10990,7,0.0,213.0,1061,2,2,168,0,6,279500,1
11929,8,466.0,1242.0,1250,2,1,192,87,6,290000,1
10437,8,660.0,413.0,0,2,1,236,46,8,350000,1
10542,7,651.0,138.0,1093,2,1,250,154,8,341000,1
10010,7,320.0,0.0,1089,2,1,385,99,7,287500,1
10944,7,448.0,223.0,904,2,2,171,132,8,271000,1
14303,8,554.0,672.0,0,2,1,262,36,8,301500,1
11932,8,186.0,1580.0,0,2,0,0,24,6,235128,1
14598,6,74.0,894.0,1039,2,1,100,18,1,214000,1
11957,8,53.0,1550.0,0,2,1,144,104,7,232000,1
13253,7,128.0,482.0,0,2,1,0,26,5,240000,1
14587,9,284.0,1498.0,0,2,1,0,174,8,264132,1
10206,8,468.0,1530.0,0,2,1,144,99,10,245000,1
12274,7,256.0,1417.0,0,2,0,0,60,7,227680,1
9801,8,156.0,1341.0,520,3,1,144,60,7,257000,1
9428,8,310.0,226.0,919,2,1,168,108,2,297900,1
10037,8,0.0,794.0,0,2,1,0,20,8,247000,1
8640,8,0.0,1339.0,0,2,0,192,113,7,212700,1
8640,7,0.0,1372.0,0,2,0,0,140,5,250580,1
11639,7,0.0,1428.0,0,2,0,0,120,12,182000,1
9803,7,0.0,466.0,902,2,0,0,108,2,226700,1
9375,8,768.0,1053.0,939,2,1,140,45,8,250000,1
10625,7,0.0,1026.0,932,2,1,154,210,7,250000,1
10800,8,100.0,245.0,1028,2,1,0,102,4,339750,1
8125,7,0.0,813.0,843,2,0,0,0,5,205950,1
10625,8,292.0,1660.0,0,2,1,133,120,6,256000,1
7500,7,210.0,316.0,0,2,0,168,168,4,230348,1
8791,6,0.0,361.0,864,2,0,216,56,5,207500,1
7500,7,120.0,400.0,0,1,0,0,0,4,141000,1
10110,6,0.0,200.0,861,2,0,143,66,7,188000,1
12774,7,95.0,835.0,828,2,0,168,68,7,192500,1
13072,6,126.0,1095.0,0,1,0,0,90,6,146000,1
13695,5,0.0,468.0,0,1,0,0,102,6,159000,1
13695,6,0.0,300.0,0,1,0,0,78,7,155000,1
8366,6,0.0,798.0,842,2,0,138,45,12,173000,1
9260,7,0.0,1162.0,0,2,0,0,32,3,170000,1
8453,6,38.0,392.0,855,2,0,0,70,4,182000,1
8480,6,120.0,284.0,794,2,0,144,96,10,163000,1
8125,6,258.0,270.0,0,2,1,224,42,10,193500,1
14565,7,145.0,295.0,825,2,0,144,74,11,189000,1
8450,6,0.0,355.0,850,2,0,0,68,9,190500,1
8285,7,0.0,439.0,893,2,0,192,85,5,175000,1
7153,6,88.0,78.0,0,2,0,112,51,6,179200,1
9291,6,120.0,406.0,878,2,0,144,70,6,187000,1
8012,6,0.0,598.0,0,2,1,0,69,7,193000,1
7892,6,0.0,899.0,0,2,0,0,63,3,153900,1
9100,5,0.0,132.0,0,1,1,145,56,8,128000,1
12968,5,0.0,175.0,0,1,0,140,0,9,144000,1
8100,5,0.0,100.0,0,1,1,132,0,7,135000,1
8450,5,0.0,0.0,0,1,0,0,0,4,115000,1
6360,5,0.0,375.0,0,1,0,0,0,1,119916,1
6768,6,0.0,80.0,0,1,0,168,0,5,142000,1
19508,6,144.0,630.0,0,2,2,117,108,7,192000,1
10759,5,0.0,0.0,640,2,1,0,0,7,140000,1
9205,6,304.0,226.0,1319,2,2,237,251,6,290000,1
11025,9,568.0,1328.0,959,2,1,294,49,6,372500,1
4282,7,0.0,1375.0,0,2,0,156,158,7,196000,1
4017,7,0.0,625.0,625,2,0,0,54,3,171900,1
3435,7,0.0,1211.0,0,2,0,0,100,6,178000,1
3180,6,0.0,210.0,600,2,0,0,166,5,165000,1
3180,7,0.0,689.0,689,2,0,0,102,3,146000,1
3604,7,0.0,689.0,689,2,0,0,102,2,146000,1
2280,7,360.0,195.0,744,2,0,0,0,8,179400,1
2280,6,216.0,194.0,792,2,0,0,32,4,172900,1
4765,9,260.0,587.0,0,2,1,230,68,7,300000,1
4538,9,179.0,306.0,0,1,1,277,45,7,285000,1
4385,9,0.0,455.0,0,1,1,155,58,9,290000,1
4109,9,260.0,416.0,0,2,1,124,113,6,305000,1
5119,9,60.0,460.0,0,2,1,97,65,1,328900,1
2160,7,212.0,90.0,628,2,0,0,48,3,160000,1
2160,7,216.0,72.0,720,2,0,20,0,6,170000,1
10646,7,513.0,177.0,917,2,1,0,0,6,223000,1
2645,8,466.0,348.0,624,2,0,169,0,12,170000,1
2645,8,456.0,147.0,645,2,0,169,0,12,200000,1
3951,10,0.0,0.0,924,2,1,0,90,2,345000,-1
14963,8,0.0,474.0,0,1,2,120,30,12,245500,-1
11064,8,0.0,0.0,0,1,1,172,24,8,217500,1
10846,8,0.0,100.0,0,1,2,122,30,5,324000,1
11120,6,0.0,572.0,0,2,0,0,0,6,162500,1
24572,9,1050.0,584.0,1345,2,1,140,70,6,150000,-1
16280,8,0.0,0.0,0,3,1,280,90,5,290000,1
7500,7,0.0,952.0,860,2,1,144,112,4,205000,1
10400,7,288.0,1304.0,0,2,1,98,0,5,174000,1
11104,6,0.0,599.0,0,2,0,0,0,5,183000,1
11050,6,0.0,1439.0,0,1,1,25,0,10,150000,1
11040,6,144.0,602.0,0,2,0,55,0,10,145000,1
15387,7,0.0,723.0,0,2,1,0,62,8,215000,1
9750,5,0.0,1625.0,0,2,0,0,0,8,140500,1
10800,6,0.0,384.0,1066,2,1,38,243,6,240000,1
8814,5,0.0,0.0,732,1,0,0,40,6,141000,1
8872,5,300.0,317.0,0,1,0,0,240,12,147000,1
8125,5,0.0,196.0,0,1,0,233,0,7,135000,1
11072,5,0.0,1728.0,0,2,0,0,0,11,145000,1
13101,5,108.0,1497.0,0,2,0,0,0,11,142600,1
9246,5,564.0,1656.0,0,2,0,0,211,11,135000,1
13355,7,0.0,242.0,825,1,0,0,0,5,170000,1
8963,8,289.0,487.0,1540,3,2,0,204,7,299800,-1
9120,6,270.0,459.0,933,2,1,0,69,7,185000,1
9130,6,252.0,336.0,832,1,0,0,40,7,173000,1
12122,7,210.0,77.0,0,1,0,144,76,7,178400,1
9900,7,342.0,280.0,880,2,1,0,43,4,176000,1
7785,5,0.0,0.0,0,1,0,0,0,3,98000,1
8593,4,0.0,619.0,0,1,0,0,0,7,109008,1
8475,4,0.0,724.0,0,1,0,0,0,4,135750,1
8700,5,148.0,344.0,0,2,0,192,20,12,155000,1
10175,6,272.0,935.0,0,2,1,0,0,7,180500,1
9020,6,183.0,276.0,0,1,0,0,129,5,174900,1
9200,6,0.0,244.0,0,1,1,426,0,7,140000,1
8250,6,260.0,305.0,0,1,0,0,0,7,145000,1
9350,5,0.0,586.0,0,2,1,0,92,10,179900,1
9020,6,259.0,288.0,0,1,0,176,0,6,168500,1
9900,5,0.0,1114.0,0,1,0,0,0,5,140000,1
10007,5,54.0,247.0,0,1,0,0,0,8,145500,1
10721,6,243.0,1252.0,0,1,0,0,39,10,142000,1
12493,4,0.0,375.0,0,1,1,355,0,4,141000,1
11332,5,0.0,590.0,0,1,0,290,0,8,153000,1
6627,3,0.0,0.0,0,1,0,0,0,7,72500,1
4130,3,0.0,270.0,0,1,0,0,0,7,52000,1
7420,5,0.0,140.0,0,1,2,0,4,1,118000,1
4882,4,0.0,228.0,453,1,0,0,0,9,87000,1
9600,5,203.0,638.0,0,2,0,0,22,2,141500,1
9600,6,0.0,752.0,220,1,0,0,0,4,119000,1
9600,5,0.0,232.0,0,1,1,0,192,9,141500,1
9600,6,0.0,161.0,0,1,1,0,28,10,165500,1
7584,5,88.0,505.0,0,1,0,120,24,6,112900,1
13700,7,288.0,410.0,918,1,2,60,84,5,201800,-1
10197,6,491.0,700.0,0,1,1,0,20,6,163000,1
7875,5,136.0,572.0,0,1,0,0,0,9,139950,1
8400,6,237.0,1319.0,0,1,1,0,36,7,174000,1
9150,6,305.0,728.0,0,1,1,64,110,12,165000,1
14670,6,410.0,529.0,884,2,1,0,230,8,227000,1
7390,5,151.0,196.0,0,1,0,0,0,7,135000,1
9204,5,0.0,247.0,0,1,0,0,88,8,124000,1
7763,5,0.0,319.0,0,1,0,0,0,10,140000,1
8856,5,143.0,503.0,0,1,2,0,88,5,136500,1
9840,5,0.0,195.0,0,2,0,150,0,6,185000,1
9120,6,0.0,599.0,0,1,1,0,0,11,163000,1
13200,6,187.0,437.0,0,1,1,490,0,5,166800,1
9000,6,74.0,580.0,0,1,1,0,44,5,139000,1
11900,6,387.0,352.0,0,1,2,0,0,6,166000,1
9464,6,135.0,510.0,0,1,0,0,0,6,136000,1
10425,5,0.0,330.0,0,1,0,0,0,4,133000,1
11556,5,52.0,572.0,0,1,0,0,0,5,116000,1
9373,5,84.0,456.0,0,1,0,0,0,5,137500,1
12774,5,0.0,232.0,0,1,0,0,32,7,130000,1
14250,6,360.0,998.0,0,2,2,0,40,9,180000,1
7350,5,0.0,100.0,0,1,0,0,0,6,139000,1
7677,5,0.0,203.0,0,1,0,0,0,4,110000,1
8838,5,0.0,0.0,0,2,1,0,72,10,100000,1
8480,5,0.0,390.0,384,1,0,158,0,10,118500,1
12436,5,0.0,1824.0,0,2,0,0,0,1,146000,1
10122,4,0.0,0.0,0,1,0,0,0,8,89900,1
7506,5,0.0,747.0,412,1,0,84,0,5,114000,1
10930,5,0.0,333.0,510,1,1,0,0,4,140000,1
5400,4,0.0,672.0,0,1,0,88,108,7,86900,1
10836,5,0.0,892.0,182,1,1,0,0,6,139000,1
10800,4,0.0,0.0,600,2,0,220,114,8,106250,1
9247,6,318.0,539.0,858,1,1,0,84,3,171000,1
10180,5,0.0,168.0,0,1,1,200,48,6,139000,1
11355,7,125.0,675.0,0,1,1,0,304,4,186000,-1
10920,6,212.0,520.0,0,1,1,0,213,5,157000,1
12929,6,276.0,384.0,0,1,0,36,82,6,148000,1
27650,7,0.0,160.0,0,2,1,0,0,11,242000,1
8892,5,0.0,105.0,0,1,0,196,0,10,116000,1
7200,5,0.0,444.0,0,1,1,0,0,2,94000,1
7200,5,0.0,0.0,0,1,0,0,27,7,98300,1
7910,5,0.0,409.0,0,2,0,0,0,8,127000,1
8000,5,0.0,292.0,0,1,0,0,240,5,159000,1
8000,5,0.0,188.0,0,1,0,0,0,11,125900,1
7931,5,0.0,363.0,0,1,1,0,0,6,155000,1
8064,6,0.0,453.0,501,2,0,108,0,9,138000,1
6390,6,0.0,936.0,0,1,0,0,0,6,112500,1
7227,6,0.0,832.0,0,1,0,0,0,6,105500,1
7200,6,0.0,181.0,424,1,0,0,0,4,127500,1
8513,5,0.0,1800.0,0,2,0,0,0,11,130000,1
7200,5,0.0,398.0,564,1,0,0,0,3,150000,1
7200,5,0.0,825.0,0,1,0,0,0,7,109500,1
7056,6,415.0,380.0,813,1,1,0,50,10,140000,1
9760,6,360.0,0.0,813,1,0,328,128,6,167900,1
7590,5,0.0,1117.0,0,1,0,0,0,5,136870,1
9836,6,0.0,96.0,0,1,0,0,175,12,143000,1
5232,5,0.0,680.0,0,1,0,0,0,6,73000,1
10440,5,0.0,650.0,581,2,1,70,78,6,157500,1
9184,5,0.0,780.0,375,1,0,0,0,7,122600,1
4800,5,0.0,680.0,680,1,0,192,50,1,111000,1
10440,6,0.0,1017.0,1208,2,2,0,547,6,256000,-1
4800,5,0.0,672.0,0,1,0,0,0,8,64000,1
6000,6,0.0,728.0,728,1,0,0,0,6,139500,1
11426,4,0.0,828.0,658,2,0,0,172,6,118000,1
11426,7,0.0,1362.0,720,2,0,280,238,6,200000,1
7628,4,0.0,801.0,561,2,0,187,0,5,119164,1
7308,5,0.0,576.0,780,1,1,0,0,6,122250,1
5400,7,0.0,931.0,0,1,1,0,28,2,120000,1
10800,6,0.0,294.0,552,2,2,0,0,5,155000,1
6756,5,0.0,481.0,0,1,0,0,0,9,78000,1
5914,5,0.0,684.0,396,1,0,0,165,9,95000,1
6000,5,0.0,516.0,0,1,0,0,0,4,115000,1
12000,5,0.0,172.0,0,1,0,0,36,5,147000,1
9000,5,0.0,459.0,595,1,1,0,20,6,140000,1
7311,2,0.0,407.0,0,1,0,76,0,3,46500,1
6000,5,0.0,620.0,0,1,0,0,0,6,112500,1
6000,4,0.0,901.0,0,1,0,0,0,8,107900,1
12205,3,0.0,448.0,0,2,0,0,0,12,65000,1
18386,7,0.0,1470.0,1818,3,1,302,0,5,295000,-1
9142,5,0.0,797.0,797,2,0,192,0,2,139500,1
12665,5,0.0,876.0,540,1,1,418,0,6,153900,1
5350,7,0.0,508.0,720,1,0,0,192,3,132000,1
4571,5,0.0,624.0,720,1,0,0,0,5,98000,1
9143,5,0.0,346.0,308,1,0,0,0,5,114000,1
9600,5,0.0,739.0,973,2,0,0,0,4,130000,1
9600,6,0.0,416.0,924,1,1,0,0,4,129500,1
6000,5,0.0,572.0,656,1,0,240,77,2,129400,1
9600,7,0.0,548.0,689,2,1,0,0,10,161000,1
10800,6,0.0,482.0,691,2,1,0,25,4,163000,1
6300,6,0.0,742.0,742,2,1,0,291,6,128000,1
5250,8,0.0,425.0,1215,2,0,0,54,12,122000,1
5700,7,0.0,572.0,539,1,1,0,0,8,116900,1
13500,10,0.0,1237.0,1254,3,1,105,502,7,325000,-1
11340,2,0.0,723.0,363,1,0,0,24,11,55000,1
10800,7,0.0,1313.0,1182,2,1,0,299,12,184000,1
9750,5,164.0,784.0,0,1,0,0,0,6,110000,1
12150,5,335.0,1050.0,745,2,0,0,0,11,131500,1
12702,5,0.0,0.0,0,1,0,0,45,12,97000,1
8516,4,0.0,869.0,0,1,0,0,0,5,115500,1
7111,5,0.0,329.0,0,1,1,265,0,7,138000,1
7425,7,0.0,672.0,473,1,0,210,0,8,108000,1
9100,5,0.0,742.0,0,1,0,0,0,8,79500,1
7010,5,0.0,849.0,594,2,1,0,30,7,153000,1
6130,5,0.0,0.0,0,1,0,0,0,5,109500,1
5000,5,0.0,72.0,378,1,0,0,0,5,124000,1
5870,6,0.0,554.0,554,1,0,38,112,4,106900,1
6000,6,0.0,460.0,658,1,1,0,11,7,164900,1
6000,5,0.0,949.0,0,1,1,0,0,7,119000,1
6000,6,0.0,862.0,208,1,1,0,0,7,120000,1
6000,6,0.0,462.0,672,2,0,272,0,5,157000,1
6000,6,0.0,475.0,468,2,1,0,0,4,105000,1
5000,6,0.0,992.0,0,1,0,0,0,4,113000,1
5520,5,0.0,497.0,651,1,1,0,0,4,115000,1
5940,4,0.0,484.0,0,1,0,0,0,4,79000,1
6240,4,0.0,624.0,512,1,0,0,365,8,123000,1
6120,5,0.0,0.0,0,1,0,0,48,6,81300,1
6240,5,0.0,1078.0,445,2,1,0,0,6,162900,1
6240,7,0.0,449.0,764,2,1,0,20,1,150000,1
6120,5,0.0,897.0,676,2,0,0,139,10,123500,1
6120,7,0.0,952.0,752,2,2,90,0,4,129900,1
6155,6,0.0,611.0,611,2,0,0,0,6,128000,1
6324,4,0.0,520.0,0,1,0,49,0,5,68500,1
8635,5,0.0,295.0,213,1,0,0,0,1,127000,1
13053,6,0.0,833.0,795,1,1,0,0,6,207000,1
9120,7,0.0,697.0,687,2,0,0,100,6,184000,1
9144,6,0.0,810.0,546,2,0,0,195,3,162500,1
9144,5,0.0,484.0,517,1,0,0,0,7,145000,1
10267,6,0.0,0.0,0,1,0,0,0,5,130000,1
8094,6,0.0,1046.0,742,2,0,64,0,9,160000,1
5100,8,0.0,588.0,833,1,1,192,63,6,161000,1
4347,6,0.0,796.0,784,1,0,0,182,6,127500,1
6291,6,0.0,768.0,0,1,0,0,0,7,93850,1
10266,6,0.0,396.0,768,1,0,0,216,5,136000,1
6876,6,0.0,1272.0,0,2,1,0,34,11,141000,1
10320,5,0.0,880.0,428,2,0,0,0,4,120000,1
7200,6,0.0,1040.0,0,1,0,0,132,7,127500,1
7006,6,0.0,647.0,448,2,1,0,0,8,127000,1
7920,6,0.0,319.0,371,1,0,0,144,3,89500,1
8235,5,0.0,0.0,0,1,0,140,50,6,125000,1
5586,6,0.0,901.0,110,1,0,0,98,9,79900,1
10320,5,0.0,451.0,0,1,0,40,0,8,85000,1
10320,3,0.0,536.0,536,2,0,42,0,5,82375,1
10320,6,0.0,756.0,713,1,0,57,0,6,135000,1
9488,5,0.0,1046.0,0,1,0,0,60,9,124000,1
8250,5,0.0,210.0,0,1,1,0,63,8,134000,1
21286,5,0.0,720.0,551,2,1,0,0,8,135000,1
